11	128	11	0	0	0
7	129	0	0	0	0
2	130	23	0	0	0
0	131	80	0	0	0
0	132	0	0	0	0
0	133	0	0	0	0
0	134	0	0	0	0
0	135	0	0	0	0
0	136	0	0	0	0
0	137	80	0	0	0
0	138	0	0	0	0
0	139	0	0	0	0
0	140	FF	0	0	0
0	141	0	0	0	0
0	142	0	0	0	0
0	143	0	0	0	0
0	144	0	0	0	0
0	145	0	0	0	0
0	146	3	0	0	0
0	147	A0	0	0	0
0	148	4C	0	0	0
0	149	55	0	0	0
0	150	58	0	0	0
0	151	53	0	0	0
0	152	48	0	0	0
0	153	41	0	0	0
0	154	52	0	0	0
0	155	45	0	0	0
0	156	2D	0	0	0
0	157	49	0	0	0
0	158	43	0	0	0
0	159	54	0	0	0
0	160	20	0	0	0
0	161	20	0	0	0
0	162	20	0	0	0
0	163	20	0	0	0
0	164	1F	0	0	0
0	165	3C	0	0	0
0	166	18	0	0	0
0	167	A0	0	0	0
0	168	77	0	0	0
0	169	6D	0	0	0
0	170	67	0	0	0
0	171	20	0	0	0
0	172	20	0	0	0
0	173	20	0	0	0
0	174	20	0	0	0
0	175	20	0	0	0
0	176	20	0	0	0
0	177	20	0	0	0
0	178	20	0	0	0
0	179	20	0	0	0
0	180	20	0	0	0
0	181	20	0	0	0
0	182	20	0	0	0
0	183	20	0	0	0
0	184	41	0	0	0
0	185	20	0	0	0
0	186	3	0	0	0
0	187	4	0	0	0
0	188	5	0	0	0
0	189	8	0	0	0
0	190	46	0	0	0
0	191	0	0	0	0
0	192	B	0	0	0
0	193	0	0	0	0
0	194	0	0	0	0
0	195	0	0	0	0
0	196	20	0	0	0
0	197	20	0	0	0
0	198	20	0	0	0
0	199	20	0	0	0
0	200	20	0	0	0
0	201	20	0	0	0
0	202	20	0	0	0
0	203	20	0	0	0
0	204	20	0	0	0
0	205	20	0	0	0
0	206	20	0	0	0
0	207	20	0	0	0
0	208	20	0	0	0
0	209	20	0	0	0
0	210	20	0	0	0
0	211	20	0	0	0
0	212	20	0	0	0
0	213	20	0	0	0
0	214	20	0	0	0
0	215	20	0	0	0
0	216	20	0	0	0
0	217	20	0	0	0
0	218	20	0	0	0
0	219	20	0	0	0
0	220	0	0	0	0
0	221	0	0	0	0
0	222	67	0	0	0
0	223	0	0	0	0
0	224	FF	0	0	0
0	225	FF	0	0	0
0	226	FF	0	0	0
0	227	FF	0	0	0
0	228	FF	0	0	0
0	229	FF	0	0	0
0	230	FF	0	0	0
0	231	FF	0	0	0
0	232	FF	0	0	0
0	233	FF	0	0	0
0	234	FF	0	0	0
0	235	FF	0	0	0
0	236	FF	0	0	0
0	237	FF	0	0	0
0	238	FF	0	0	0
0	239	FF	0	0	0
0	240	FF	0	0	0
0	241	FF	0	0	0
0	242	FF	0	0	0
0	243	FF	0	0	0
0	244	FF	0	0	0
0	245	FF	0	0	0
0	246	FF	0	0	0
0	247	FF	0	0	0
0	248	FF	0	0	0
0	249	FF	0	0	0
0	250	FF	0	0	0
0	251	FF	0	0	0
0	252	FF	0	0	0
0	253	FF	0	0	0
0	254	FF	0	0	0
0	255	FF	0	0	0
