10000000.00000	-23.80378	-23.90818
22493750.00000	-39.98126	-41.36460
34987500.00000	-27.08772	-27.24674
47481250.00000	-33.00248	-33.01272
59975000.00000	-30.29617	-30.06089
72468750.00000	-29.39463	-30.92528
84962500.00000	-33.60582	-33.57244
97456250.00000	-28.20535	-29.31493
109950000.00000	-37.66693	-36.15128
122443750.00000	-30.18404	-30.58098
134937500.00000	-34.11211	-33.18748
147431250.00000	-29.45939	-28.81204
159925000.00000	-32.54559	-31.42921
172418750.00000	-31.69200	-29.45391
184912500.00000	-30.54587	-31.58251
197406250.00000	-33.57324	-31.62094
209900000.00000	-29.50199	-30.24762
222393750.00000	-36.85614	-32.89283
234887500.00000	-29.35729	-29.98439
247381250.00000	-39.05162	-32.38074
259875000.00000	-29.83526	-27.79054
272368750.00000	-33.39208	-34.70411
284862500.00000	-30.98608	-29.29145
297356250.00000	-30.94509	-32.73809
309850000.00000	-33.62372	-31.54082
322343750.00000	-28.95649	-28.39403
334837500.00000	-37.45189	-31.02062
347331250.00000	-27.42484	-28.13597
359825000.00000	-34.42158	-38.08722
372318750.00000	-28.06338	-28.22839
384812500.00000	-34.41416	-34.80065
397306250.00000	-31.19925	-28.22247
409800000.00000	-31.17584	-31.55596
422293750.00000	-32.52948	-28.93237
434787500.00000	-30.96724	-29.40639
447281250.00000	-43.97383	-35.59285
459775000.00000	-30.00889	-29.06292
472268750.00000	-40.24880	-37.16835
484762500.00000	-32.56191	-28.91994
497256250.00000	-33.60060	-34.48079
509750000.00000	-33.08724	-30.03172
522243750.00000	-27.39008	-32.50304
534737500.00000	-33.06126	-36.28640
547231250.00000	-30.82856	-28.78243
559725000.00000	-46.15495	-37.27801
572218750.00000	-31.61750	-28.94846
584712500.00000	-35.70897	-34.04963
597206250.00000	-31.63247	-30.53287
609700000.00000	-32.03931	-32.19577
622193750.00000	-34.51912	-32.95251
634687500.00000	-31.09483	-29.89578
647181250.00000	-37.67670	-31.74358
659675000.00000	-30.39774	-30.49227
672168750.00000	-42.50988	-37.05464
684662500.00000	-31.95333	-32.15632
697156250.00000	-38.64425	-35.02284
709650000.00000	-36.84650	-32.33018
722143750.00000	-33.59762	-34.60027
734637500.00000	-41.45150	-39.88115
747131250.00000	-31.31371	-32.43176
759625000.00000	-40.05148	-36.60617
772118750.00000	-34.54969	-31.85207
784612500.00000	-39.65421	-33.92704
797106250.00000	-37.85823	-31.45544
809600000.00000	-36.12761	-34.13810
822093750.00000	-38.59114	-30.98359
834587500.00000	-30.24333	-38.47359
847081250.00000	-42.95971	-38.65216
859575000.00000	-31.21188	-32.18316
872068750.00000	-43.26604	-31.62959
884562500.00000	-35.01897	-31.03564
897056250.00000	-38.47127	-34.05945
909550000.00000	-42.41477	-35.28191
922043750.00000	-37.60499	-37.21424
934537500.00000	-45.23618	-35.71870
947031250.00000	-37.02339	-33.65412
959525000.00000	-42.13149	-31.35993
972018750.00000	-37.99528	-35.59537
984512500.00000	-40.43041	-33.11403
997006250.00000	-38.67754	-33.22257
1009500000.00000	-36.16292	-32.10117
1021993750.00000	-40.64930	-32.52995
1034487500.00000	-42.33484	-31.38841
1046981250.00000	-47.42672	-48.82187
1059475000.00000	-38.53438	-37.68970
1071968750.00000	-49.68175	-37.69930
1084462500.00000	-44.99668	-33.75300
1096956250.00000	-37.75779	-32.53691
1109450000.00000	-40.53981	-40.68450
1121943750.00000	-31.28361	-41.61921
1134437500.00000	-39.43008	-32.86588
1146931250.00000	-41.59355	-36.35475
1159425000.00000	-39.22100	-36.00097
1171918750.00000	-36.76455	-51.63550
1184412500.00000	-45.51762	-37.76627
1196906250.00000	-48.17839	-37.72277
1209400000.00000	-45.92531	-38.80395
1221893750.00000	-42.18260	-32.16391
1234387500.00000	-38.91875	-37.67026
1246881250.00000	-55.79853	-33.35996
1259375000.00000	-42.90806	-37.50953
1271868750.00000	-41.48286	-34.33032
1284362500.00000	-42.53959	-41.12079
1296856250.00000	-35.95807	-31.92864
1309350000.00000	-37.89374	-39.20165
1321843750.00000	-41.30661	-41.04729
1334337500.00000	-45.51269	-33.45907
1346831250.00000	-35.73829	-36.37653
1359325000.00000	-37.31675	-28.18767
1371818750.00000	-38.14674	-33.91842
1384312500.00000	-46.03922	-28.14446
1396806250.00000	-36.07037	-28.43758
1409300000.00000	-33.61829	-31.58049
1421793750.00000	-34.87644	-32.50411
1434287500.00000	-37.80682	-33.26840
1446781250.00000	-40.82379	-31.21971
1459275000.00000	-36.86916	-36.49749
1471768750.00000	-44.12262	-30.85545
1484262500.00000	-37.53125	-50.21220
1496756250.00000	-36.50713	-32.09776
1509250000.00000	-32.48560	-32.46178
1521743750.00000	-36.29944	-31.26618
1534237500.00000	-40.21312	-32.15227
1546731250.00000	-50.47575	-32.06364
1559225000.00000	-35.82394	-29.91594
1571718750.00000	-32.42533	-34.64821
1584212500.00000	-37.65242	-34.03784
1596706250.00000	-36.27466	-44.40448
1609200000.00000	-33.61781	-33.75803
1621693750.00000	-34.98624	-32.82352
1634187500.00000	-33.05514	-30.87149
1646681250.00000	-37.70717	-36.90277
1659175000.00000	-32.00493	-38.73964
1671668750.00000	-38.26452	-27.40296
1684162500.00000	-37.82831	-35.42742
1696656250.00000	-35.55771	-28.17595
1709150000.00000	-33.44097	-36.72722
1721643750.00000	-37.20179	-27.56460
1734137500.00000	-35.93194	-44.73789
1746631250.00000	-32.25230	-32.14638
1759125000.00000	-36.29616	-28.12724
1771618750.00000	-30.95442	-34.23627
1784112500.00000	-33.75008	-28.81548
1796606250.00000	-36.07784	-38.39848
1809100000.00000	-32.83848	-24.37189
1821593750.00000	-36.67425	-35.57154
1834087500.00000	-28.95344	-26.06029
1846581250.00000	-38.64494	-37.00639
1859075000.00000	-33.96732	-28.32784
1871568750.00000	-33.16409	-28.51163
1884062500.00000	-32.91667	-32.39065
1896556250.00000	-28.35449	-30.77784
1909050000.00000	-30.17539	-37.16772
1921543750.00000	-27.84871	-27.54599
1934037500.00000	-32.22261	-34.17540
1946531250.00000	-30.68533	-27.42859
1959025000.00000	-35.94741	-36.92866
1971518750.00000	-31.55074	-30.31799
1984012500.00000	-30.05455	-35.13105
1996506250.00000	-29.63636	-39.41551
2009000000.00000	-27.93722	-30.36585
2021493750.00000	-29.32440	-37.12267
2033987500.00000	-29.19678	-26.45971
2046481250.00000	-31.46843	-35.46441
2058975000.00000	-29.23324	-29.26973
2071468750.00000	-29.01182	-31.97977
2083962500.00000	-31.57536	-31.74858
2096456250.00000	-31.36793	-29.99106
2108950000.00000	-33.88047	-35.70313
2121443750.00000	-30.88122	-30.54418
2133937500.00000	-38.39657	-42.06634
2146431250.00000	-33.55490	-31.65543
2158925000.00000	-35.36332	-31.12982
2171418750.00000	-35.79986	-30.16370
2183912500.00000	-32.15007	-30.17384
2196406250.00000	-34.34091	-38.15453
2208900000.00000	-35.62980	-28.51657
2221393750.00000	-40.06587	-43.44075
2233887500.00000	-33.85811	-33.92738
2246381250.00000	-35.36175	-30.14340
2258875000.00000	-34.87321	-26.35334
2271368750.00000	-39.91475	-27.91400
2283862500.00000	-43.32433	-29.95517
2296356250.00000	-34.50911	-28.77505
2308850000.00000	-37.33509	-29.66755
